#time	up	down	total
13266	0	0	16
13267	0	0	16
13268	0	0	16
13269	0	0	16
13270	0	0	16
13271	0	1	15
13272	0	0	15
13273	0	0	15
13274	0	0	15
13275	0	0	15
13276	0	0	15
13277	0	0	15
13278	0	0	15
13279	0	0	15
13280	0	0	15
13281	0	0	15
13282	0	1	14
13283	0	0	14
13284	0	1	13
13285	0	0	13
13286	0	1	12
13287	0	0	12
13288	0	0	12
13289	0	0	12
13290	0	0	12
13291	0	0	12
13292	0	0	12
13293	0	0	12
13294	0	0	12
13295	0	1	11
13296	0	0	11
13297	0	0	11
13298	0	0	11
13299	0	0	11
13300	0	0	11
13301	0	0	11
13302	0	0	11
13303	1	0	12
13304	0	0	12
13305	0	0	12
13306	0	0	12
13307	0	0	12
13308	0	0	12
13309	0	0	12
13310	0	0	12
13311	0	0	12
13312	0	0	12
13313	0	0	12
13314	0	0	12
13315	0	0	12
13316	0	0	12
13317	0	0	12
13318	0	0	12
13319	0	0	12
13320	0	0	12
13321	0	0	12
13322	0	0	12
13323	0	0	12
13324	0	0	12
13325	0	0	12
13326	0	0	12
13327	0	0	12
13328	0	0	12
13329	0	0	12
13330	0	0	12
13331	0	0	12
13332	0	0	12
13333	0	0	12
13334	0	0	12
13335	0	0	12
13336	0	0	12
13337	0	0	12
13338	0	0	12
13339	0	0	12
13340	0	0	12
13341	0	0	12
13342	0	0	12
13343	0	0	12
13344	0	1	11
13345	0	0	11
13346	0	0	11
13347	0	0	11
13348	0	0	11
13349	0	0	11
13350	0	1	10
13351	0	0	10
13352	0	0	10
13353	0	0	10
13354	0	0	10
13355	0	1	9
13356	0	0	9
13357	0	0	9
13358	0	0	9
13359	0	0	9
13360	0	0	9
13361	0	0	9
13362	0	1	8
13363	0	0	8
13364	0	0	8
13365	0	0	8
13366	0	0	8
13367	0	0	8
13368	0	0	8
13369	0	0	8
13370	0	0	8
13371	0	0	8
13372	0	0	8
13373	0	0	8
13374	0	0	8
13375	0	0	8
13376	2	1	9
13377	1	0	10
13378	0	0	10
13379	0	0	10
13380	0	0	10
13381	0	0	10
13382	0	0	10
13383	0	0	10
13384	0	0	10
13385	0	0	10
13386	0	0	10
13387	0	0	10
13388	0	0	10
13389	0	0	10
13390	0	0	10
13391	0	0	10
13392	0	0	10
13393	0	0	10
13394	0	0	10
13395	0	0	10
13396	0	0	10
13397	0	0	10
13398	0	0	10
13399	0	0	10
13400	0	0	10
13401	2	0	12
13402	1	0	13
13403	0	0	13
13404	0	0	13
13405	0	0	13
13406	0	0	13
13407	0	0	13
13408	0	1	12
13409	0	0	12
13410	0	0	12
13411	0	0	12
13412	0	0	12
13413	0	1	11
13414	2	0	13
13415	0	0	13
13416	0	0	13
13417	0	0	13
13418	0	0	13
13419	0	0	13
13420	0	0	13
13421	0	0	13
13422	0	0	13
13423	0	0	13
13424	0	0	13
13425	0	0	13
13426	0	0	13
13427	0	0	13
13428	0	0	13
13429	0	0	13
13430	0	0	13
13431	0	0	13
13432	0	0	13
13433	0	0	13
13434	0	0	13
13435	0	0	13
13436	0	0	13
13437	0	0	13
13438	2	0	15
13439	0	0	15
13440	0	0	15
13441	0	0	15
13442	0	0	15
13443	0	0	15
13444	0	0	15
13445	0	0	15
13446	0	0	15
13447	0	0	15
13448	0	0	15
13449	0	0	15
13450	0	0	15
13451	0	0	15
13452	0	0	15
13453	0	0	15
13454	0	0	15
13455	0	0	15
13456	0	1	14
13457	0	0	14
13458	0	0	14
13459	0	0	14
13460	0	0	14
13461	0	0	14
13462	0	0	14
13463	0	0	14
13464	0	0	14
13465	0	0	14
13466	0	0	14
13467	0	0	14
13468	0	0	14
13469	0	0	14
13470	0	0	14
13471	0	0	14
13472	0	0	14
13473	0	0	14
13474	0	0	14
13475	0	0	14
13476	0	0	14
13477	0	0	14
13478	6	0	20
13479	0	0	20
13480	0	0	20
13481	0	0	20
13482	0	0	20
13483	0	0	20
13484	0	0	20
13485	0	0	20
13486	0	0	20
13487	0	0	20
13488	0	0	20
13489	0	0	20
13490	0	0	20
13491	0	0	20
13492	0	0	20
13493	0	0	20
13494	0	0	20
13495	0	0	20
13496	0	0	20
13497	0	0	20
13498	0	0	20
13499	0	1	19
13500	0	0	19
13501	0	1	18
13502	0	0	18
13503	0	1	17
13504	0	0	17
13505	0	0	17
13506	0	0	17
13507	0	0	17
13508	0	0	17
13509	0	0	17
13510	0	1	16
13511	0	0	16
13512	0	0	16
13513	0	0	16
13514	0	0	16
13515	0	0	16
13516	0	0	16
13517	0	1	15
13518	0	0	15
13519	0	0	15
13520	0	0	15
13521	0	0	15
13522	0	0	15
13523	0	0	15
13524	0	0	15
13525	0	0	15
13526	0	0	15
13527	0	0	15
13528	0	0	15
13529	0	0	15
13530	0	0	15
13531	0	1	14
13532	0	1	13
13533	0	0	13
13534	0	0	13
13535	0	0	13
13536	0	0	13
13537	0	0	13
13538	0	0	13
13539	0	0	13
13540	0	0	13
13541	0	0	13
13542	0	0	13
13543	0	0	13
13544	0	0	13
13545	0	0	13
13546	0	0	13
13547	0	0	13
13548	0	0	13
13549	0	0	13
13550	0	0	13
13551	0	0	13
13552	0	0	13
13553	0	0	13
13554	0	0	13
13555	0	0	13
13556	0	0	13
13557	0	0	13
13558	0	0	13
13559	0	0	13
13560	0	0	13
13561	0	0	13
13562	0	0	13
13563	0	0	13
13564	0	0	13
13565	0	0	13
13566	0	0	13
13567	0	0	13
13568	0	0	13
13569	0	0	13
13570	0	0	13
13571	0	0	13
13572	0	0	13
13573	0	0	13
13574	0	0	13
13575	0	0	13
13576	0	0	13
13577	0	1	12
13578	0	0	12
13579	0	2	10
13580	0	0	10
13581	0	0	10
13582	0	1	9
13583	0	0	9
13584	0	0	9
13585	0	0	9
13586	0	0	9
13587	0	0	9
13588	0	0	9
13589	0	0	9
13590	0	1	8
13591	0	0	8
13592	0	0	8
13593	0	0	8
13594	0	1	7
13595	0	0	7
13596	0	0	7
13597	0	0	7
13598	0	0	7
13599	1	0	8
13600	0	0	8
13601	0	0	8
13602	0	0	8
13603	0	0	8
13604	0	0	8
13605	0	0	8
13606	0	0	8
13607	0	0	8
13608	0	0	8
13609	0	0	8
13610	0	1	7
13611	0	0	7
13612	0	0	7
13613	0	0	7
13614	0	0	7
13615	0	0	7
13616	0	0	7
13617	0	0	7
13618	0	0	7
13619	0	0	7
13620	0	0	7
13621	0	0	7
13622	0	0	7
13623	0	0	7
13624	0	0	7
13625	0	0	7
13626	0	0	7
13627	0	0	7
13628	0	0	7
13629	0	0	7
13630	0	0	7
13631	0	0	7
13632	0	0	7
13633	0	0	7
13634	0	0	7
13635	0	0	7
13636	0	0	7
13637	0	0	7
13638	0	0	7
13639	0	0	7
13640	0	0	7
13641	0	0	7
13642	0	0	7
13643	0	0	7
13644	0	0	7
13645	0	1	6
13646	0	0	6
13647	0	0	6
13648	0	0	6
13649	0	0	6
13650	0	0	6
13651	0	0	6
13652	0	0	6
13653	0	0	6
13654	0	0	6
13655	0	0	6
13656	0	0	6
13657	0	0	6
13658	0	0	6
13659	0	0	6
13660	0	0	6
13661	0	0	6
13662	0	1	5
13663	0	0	5
13664	0	0	5
13665	0	0	5
13666	0	0	5
13667	0	0	5
13668	0	0	5
13669	0	0	5
13670	0	0	5
13671	0	0	5
13672	0	0	5
13673	0	0	5
13674	0	0	5
13675	0	0	5
13676	0	0	5
13677	0	0	5
13678	0	0	5
13679	0	1	4
13680	0	0	4
13681	0	0	4
13682	0	0	4
13683	0	0	4
13684	0	0	4
13685	0	0	4
13686	0	0	4
13687	0	0	4
13688	1	0	5
13689	0	0	5
13690	0	0	5
13691	0	0	5
13692	0	0	5
13693	0	0	5
13694	0	0	5
13695	0	0	5
13696	0	1	4
13697	0	0	4
13698	0	0	4
13699	0	0	4
13700	0	0	4
13701	0	0	4
13702	0	0	4
13703	0	0	4
13704	8	0	12
13705	0	0	12
13706	0	0	12
13707	0	0	12
13708	0	0	12
13709	0	0	12
13710	0	0	12
13711	0	0	12
13712	0	0	12
13713	0	0	12
13714	0	0	12
13715	0	0	12
13716	0	0	12
13717	0	0	12
13718	0	0	12
13719	0	0	12
13720	0	0	12
13721	0	0	12
13722	0	0	12
13723	0	0	12
13724	0	0	12
13725	0	0	12
13726	0	0	12
13727	0	0	12
13728	0	0	12
13729	0	0	12
13730	0	0	12
13731	0	0	12
13732	0	0	12
13733	0	0	12
13734	0	0	12
13735	0	0	12
13736	0	0	12
13737	0	0	12
13738	0	0	12
13739	0	0	12
13740	0	0	12
13741	0	0	12
13742	0	0	12
13743	0	0	12
13744	0	0	12
13745	0	0	12
13746	0	0	12
13747	0	0	12
13748	0	0	12
13749	0	0	12
13750	0	0	12
13751	0	0	12
13752	0	0	12
13753	0	0	12
13754	0	0	12
13755	0	0	12
13756	0	0	12
13757	0	0	12
13758	0	0	12
13759	0	0	12
13760	0	0	12
13761	0	0	12
13762	0	0	12
13763	0	0	12
13764	0	0	12
13765	0	0	12
13766	0	0	12
13767	0	0	12
13768	0	0	12
13769	0	0	12
13770	0	0	12
13771	0	0	12
13772	0	0	12
13773	0	0	12
13774	0	0	12
13775	0	0	12
13776	0	0	12
13777	0	0	12
13778	0	0	12
13779	0	0	12
13780	0	0	12
13781	0	0	12
13782	0	0	12
13783	0	0	12
13784	0	0	12
13785	0	0	12
13786	0	1	11
13787	0	0	11
13788	0	0	11
13789	0	0	11
13790	0	0	11
13791	0	0	11
13792	0	0	11
13793	0	0	11
13794	0	0	11
13795	0	0	11
13796	0	0	11
13797	0	0	11
13798	0	0	11
13799	0	0	11
13800	0	0	11
13801	0	0	11
13802	0	0	11
13803	0	0	11
13804	0	0	11
13805	0	0	11
13806	0	0	11
13807	0	0	11
13808	0	0	11
13809	0	0	11
13810	0	0	11
13811	0	0	11
13812	0	0	11
13813	0	0	11
13814	0	0	11
13815	0	0	11
13816	0	0	11
13817	0	0	11
13818	0	0	11
13819	0	0	11
13820	0	0	11
13821	0	0	11
13822	0	0	11
13823	0	0	11
13824	0	0	11
13825	0	0	11
13826	0	0	11
13827	1	0	12
13828	3	0	15
13829	0	0	15
13830	0	0	15
13831	0	0	15
13832	0	0	15
13833	0	0	15
13834	0	0	15
13835	0	0	15
13836	0	0	15
13837	0	0	15
13838	0	0	15
13839	0	0	15
13840	0	0	15
13841	0	0	15
13842	0	0	15
13843	0	0	15
13844	0	0	15
13845	0	0	15
13846	0	0	15
13847	0	0	15
13848	0	0	15
13849	0	0	15
13850	0	0	15
13851	0	0	15
13852	0	0	15
13853	0	0	15
13854	0	0	15
13855	0	0	15
13856	0	0	15
13857	0	0	15
13858	0	0	15
13859	0	0	15
13860	0	0	15
13861	0	0	15
13862	0	0	15
13863	0	0	15
13864	0	0	15
13865	0	0	15
13866	0	0	15
13867	0	0	15
13868	0	0	15
13869	0	0	15
13870	0	0	15
13871	0	0	15
13872	0	0	15
13873	0	0	15
13874	0	0	15
13875	0	0	15
13876	0	0	15
13877	0	0	15
13878	0	0	15
13879	0	0	15
13880	0	0	15
13881	0	0	15
13882	0	0	15
13883	0	0	15
13884	0	0	15
13885	0	0	15
13886	0	0	15
13887	0	0	15
13888	0	0	15
13889	0	0	15
13890	0	0	15
13891	0	0	15
13892	0	0	15
13893	0	0	15
13894	0	0	15
13895	0	0	15
13896	0	0	15
13897	0	0	15
13898	0	0	15
13899	0	0	15
13900	0	0	15
13901	0	0	15
13902	0	0	15
13903	0	0	15
13904	0	0	15
13905	0	0	15
13906	0	0	15
13907	0	0	15
13908	0	0	15
13909	0	0	15
13910	0	0	15
13911	0	0	15
13912	0	0	15
13913	0	0	15
13914	0	0	15
13915	0	1	14
13916	0	0	14
13917	0	0	14
13918	0	0	14
13919	0	1	13
13920	0	0	13
13921	0	1	12
13922	0	1	11
13923	0	0	11
13924	0	0	11
13925	0	0	11
13926	0	0	11
13927	0	0	11
13928	0	0	11
13929	0	0	11
13930	0	0	11
13931	0	0	11
13932	0	0	11
13933	0	0	11
13934	0	0	11
13935	0	0	11
13936	0	0	11
13937	0	0	11
13938	0	0	11
13939	0	0	11
13940	0	0	11
13941	0	0	11
13942	0	0	11
13943	0	0	11
13944	0	0	11
13945	0	0	11
13946	0	0	11
13947	0	0	11
13948	0	0	11
13949	0	0	11
13950	0	0	11
13951	0	0	11
13952	0	0	11
13953	0	0	11
13954	0	0	11
13955	0	0	11
13956	0	0	11
13957	0	0	11
13958	0	0	11
13959	8	0	19
13960	0	0	19
13961	0	0	19
13962	0	0	19
13963	0	0	19
13964	1	0	20
13965	0	0	20
13966	0	0	20
13967	0	0	20
13968	0	0	20
13969	0	0	20
13970	0	0	20
13971	0	0	20
13972	0	0	20
13973	0	0	20
13974	0	0	20
13975	0	0	20
13976	0	0	20
13977	0	0	20
13978	0	0	20
13979	0	0	20
13980	0	0	20
13981	0	0	20
13982	0	0	20
13983	0	0	20
13984	0	0	20
13985	0	0	20
13986	0	0	20
13987	0	0	20
13988	0	0	20
13989	0	0	20
13990	0	0	20
13991	0	0	20
13992	0	0	20
13993	0	0	20
13994	0	0	20
13995	0	0	20
13996	0	0	20
13997	0	0	20
13998	0	0	20
13999	0	0	20
14000	0	0	20
14001	0	0	20
14002	0	0	20
14003	0	0	20
14004	0	0	20
14005	0	1	19
14006	0	0	19
14007	0	0	19
14008	0	0	19
14009	0	0	19
14010	0	0	19
14011	0	0	19
14012	0	0	19
14013	0	0	19
14014	0	0	19
14015	0	0	19
14016	0	0	19
14017	0	0	19
14018	0	0	19
14019	0	0	19
14020	0	0	19
14021	0	0	19
14022	0	0	19
14023	0	0	19
14024	0	0	19
14025	0	0	19
14026	0	0	19
14027	0	0	19
14028	0	0	19
14029	0	0	19
14030	0	0	19
14031	0	0	19
14032	0	0	19
14033	0	0	19
14034	1	0	20
14035	0	0	20
14036	0	0	20
14037	0	0	20
14038	0	0	20
14039	0	0	20
14040	0	0	20
14041	0	0	20
14042	0	0	20
14043	0	0	20
14044	0	0	20
14045	0	0	20
14046	0	0	20
14047	0	0	20
14048	0	0	20
14049	0	1	19
14050	0	0	19
14051	0	0	19
14052	0	0	19
14053	0	0	19
14054	0	0	19
14055	0	0	19
14056	0	0	19
14057	0	0	19
14058	0	0	19
14059	0	0	19
14060	0	0	19
14061	0	0	19
14062	0	0	19
14063	0	0	19
14064	0	0	19
14065	0	0	19
14066	0	0	19
14067	0	0	19
14068	0	0	19
14069	0	0	19
14070	0	0	19
14071	0	0	19
14072	0	0	19
14073	0	0	19
14074	0	0	19
14075	3	0	22
14076	0	0	22
14077	0	0	22
14078	0	0	22
14079	0	0	22
14080	0	0	22
14081	0	0	22
14082	0	0	22
14083	0	0	22
14084	0	0	22
14085	0	0	22
14086	0	0	22
14087	0	0	22
14088	0	0	22
14089	0	0	22
14090	0	0	22
14091	0	0	22
14092	0	0	22
14093	0	0	22
14094	0	0	22
14095	0	0	22
14096	0	0	22
14097	0	0	22
14098	0	0	22
14099	0	0	22
14100	0	0	22
14101	0	0	22
14102	0	0	22
14103	0	0	22
14104	0	1	21
14105	0	0	21
14106	0	0	21
14107	0	0	21
14108	0	0	21
14109	0	0	21
14110	0	0	21
14111	0	0	21
14112	0	0	21
14113	0	0	21
14114	0	0	21
14115	0	0	21
14116	0	0	21
14117	0	0	21
14118	0	0	21
14119	0	0	21
14120	0	0	21
14121	0	0	21
14122	0	0	21
14123	0	0	21
14124	0	0	21
14125	0	0	21
14126	0	0	21
14127	0	0	21
14128	0	0	21
14129	0	0	21
14130	0	0	21
14131	0	0	21
14132	0	0	21
14133	0	0	21
14134	0	0	21
14135	0	0	21
14136	0	0	21
14137	0	0	21
14138	0	0	21
14139	0	0	21
14140	0	0	21
14141	0	0	21
14142	0	0	21
14143	0	0	21
14144	0	0	21
14145	0	0	21
14146	0	0	21
14147	0	0	21
14148	0	0	21
14149	0	0	21
14150	0	0	21
14151	0	1	20
14152	0	0	20
14153	0	0	20
14154	0	0	20
14155	0	0	20
14156	0	0	20
14157	0	0	20
14158	0	0	20
14159	0	0	20
14160	0	0	20
14161	0	0	20
14162	0	0	20
14163	0	0	20
14164	0	0	20
14165	0	0	20
14166	0	1	19
14167	0	0	19
14168	0	0	19
14169	0	0	19
14170	0	0	19
14171	0	0	19
14172	0	0	19
14173	0	0	19
14174	0	0	19
14175	0	0	19
14176	0	0	19
14177	0	0	19
14178	0	0	19
14179	0	0	19
14180	0	1	18
14181	0	0	18
14182	0	0	18
14183	0	0	18
14184	0	0	18
14185	0	0	18
14186	0	0	18
14187	0	0	18
14188	0	0	18
14189	0	0	18
14190	0	0	18
14191	0	0	18
14192	0	0	18
14193	0	0	18
14194	0	0	18
14195	0	0	18
14196	0	0	18
14197	0	0	18
14198	0	0	18
14199	1	0	19
14200	0	0	19
14201	0	0	19
14202	0	0	19
14203	0	0	19
14204	0	0	19
14205	0	0	19
14206	0	0	19
14207	0	0	19
14208	0	0	19
14209	0	0	19
14210	0	0	19
14211	0	0	19
14212	1	0	20
14213	0	0	20
14214	0	0	20
14215	0	0	20
14216	0	0	20
14217	0	0	20
14218	0	0	20
14219	0	0	20
14220	0	0	20
14221	0	0	20
14222	0	0	20
14223	0	0	20
14224	0	0	20
14225	0	0	20
14226	0	0	20
14227	0	0	20
14228	0	0	20
14229	0	0	20
14230	0	0	20
14231	0	0	20
14232	0	0	20
14233	0	0	20
14234	0	0	20
14235	0	0	20
14236	0	0	20
14237	0	0	20
14238	0	0	20
14239	0	0	20
14240	0	0	20
14241	0	0	20
14242	0	0	20
14243	0	0	20
14244	0	0	20
14245	0	0	20
14246	0	0	20
14247	0	0	20
14248	0	0	20
14249	0	0	20
14250	0	0	20
14251	0	0	20
14252	0	0	20
14253	0	0	20
14254	0	0	20
14255	0	0	20
14256	0	0	20
14257	0	0	20
14258	0	0	20
14259	0	0	20
14260	0	0	20
14261	0	0	20
14262	0	0	20
14263	0	0	20
14264	0	0	20
14265	0	0	20
14266	0	0	20
14267	0	0	20
14268	0	0	20
14269	0	0	20
14270	0	0	20
14271	0	0	20
14272	0	0	20
14273	0	1	19
14274	0	0	19
14275	0	0	19
14276	0	0	19
14277	0	0	19
14278	0	0	19
14279	0	0	19
14280	0	0	19
14281	0	0	19
14282	0	0	19
14283	0	0	19
14284	0	0	19
14285	0	0	19
14286	0	0	19
14287	0	0	19
14288	0	0	19
14289	0	0	19
14290	0	0	19
14291	0	0	19
14292	0	0	19
14293	0	0	19
14294	0	0	19
14295	0	0	19
14296	0	0	19
14297	0	0	19
14298	0	0	19
14299	0	0	19
14300	0	0	19
14301	0	0	19
14302	0	0	19
14303	0	0	19
14304	0	0	19
14305	0	0	19
14306	0	0	19
14307	0	0	19
14308	0	0	19
14309	0	0	19
14310	0	0	19
14311	0	0	19
14312	0	0	19
14313	0	0	19
14314	0	0	19
14315	0	0	19
14316	0	0	19
14317	0	0	19
14318	0	0	19
14319	0	0	19
14320	0	0	19
14321	0	0	19
14322	0	0	19
14323	0	0	19
14324	0	0	19
14325	0	0	19
14326	0	0	19
14327	0	0	19
14328	0	0	19
14329	0	0	19
14330	0	0	19
14331	0	0	19
14332	0	0	19
14333	0	0	19
14334	0	0	19
14335	0	0	19
14336	0	0	19
14337	0	0	19
14338	0	0	19
14339	0	0	19
14340	0	0	19
14341	0	0	19
14342	0	0	19
14343	0	0	19
14344	0	0	19
14345	0	0	19
14346	0	0	19
14347	0	0	19
14348	0	0	19
14349	0	0	19
14350	0	0	19
14351	0	0	19
14352	0	0	19
14353	0	0	19
14354	0	0	19
14355	0	0	19
14356	0	0	19
14357	0	0	19
14358	0	0	19
14359	0	0	19
14360	0	0	19
14361	0	0	19
14362	0	0	19
14363	0	0	19
14364	0	0	19
14365	0	0	19
14366	4	0	23
14367	0	0	23
14368	0	0	23
14369	0	0	23
14370	0	0	23
14371	0	0	23
14372	0	0	23
14373	0	0	23
14374	0	0	23
14375	0	0	23
14376	0	0	23
14377	0	0	23
14378	0	0	23
14379	0	0	23
14380	0	0	23
14381	0	0	23
14382	0	0	23
14383	0	0	23
14384	0	0	23
14385	0	0	23
14386	0	0	23
14387	0	0	23
14388	0	0	23
14389	0	0	23
14390	0	0	23
14391	1	0	24
14392	0	0	24
14393	0	0	24
14394	0	0	24
14395	0	0	24
14396	0	0	24
14397	0	0	24
14398	0	0	24
14399	0	0	24
14400	0	0	24
14401	0	0	24
14402	0	0	24
14403	0	0	24
14404	0	0	24
14405	0	0	24
14406	0	0	24
14407	0	0	24
14408	0	0	24
14409	0	0	24
14410	0	0	24
14411	0	0	24
14412	0	0	24
14413	0	0	24
14414	0	0	24
14415	0	0	24
14416	0	0	24
14417	0	0	24
14418	0	1	23
14419	0	0	23
14420	0	0	23
14421	0	0	23
14422	0	0	23
14423	0	0	23
14424	0	0	23
14425	0	0	23
14426	0	0	23
14427	0	0	23
14428	0	0	23
14429	0	0	23
14430	0	0	23
14431	0	0	23
14432	0	0	23
14433	0	0	23
14434	0	0	23
14435	0	0	23
14436	0	0	23
14437	0	0	23
14438	0	0	23
14439	0	0	23
14440	0	0	23
14441	0	0	23
14442	0	0	23
14443	0	0	23
14444	0	0	23
14445	0	0	23
14446	0	0	23
14447	0	0	23
14448	0	0	23
14449	0	0	23
14450	0	0	23
14451	0	0	23
14452	0	0	23
14453	0	0	23
14454	0	0	23
14455	0	0	23
14456	0	0	23
14457	0	0	23
14458	0	0	23
14459	0	0	23
14460	0	0	23
14461	0	0	23
14462	0	0	23
14463	0	0	23
14464	0	0	23
14465	0	0	23
14466	0	0	23
14467	0	0	23
14468	0	0	23
14469	0	0	23
14470	0	0	23
14471	0	0	23
14472	0	0	23
14473	0	0	23
14474	0	0	23
14475	0	0	23
14476	0	0	23
14477	0	0	23
14478	0	0	23
14479	0	0	23
14480	0	0	23
14481	0	0	23
14482	0	0	23
14483	0	0	23
14484	0	0	23
14485	0	0	23
14486	0	0	23
14487	0	0	23
14488	0	0	23
14489	0	0	23
14490	0	0	23
14491	0	0	23
14492	0	0	23
14493	0	0	23
14494	0	0	23
14495	0	0	23
14496	0	0	23
14497	0	0	23
14498	0	0	23
14499	0	1	22
14500	0	0	22
14501	0	0	22
14502	0	0	22
14503	0	0	22
14504	0	1	21
14505	0	0	21
14506	0	0	21
14507	0	0	21
14508	0	0	21
14509	0	0	21
14510	0	0	21
14511	0	0	21
14512	0	0	21
14513	0	0	21
14514	0	0	21
14515	0	1	20
14516	0	0	20
14517	0	0	20
14518	0	0	20
14519	0	0	20
14520	0	0	20
14521	0	0	20
14522	0	0	20
14523	0	1	19
14524	0	0	19
14525	0	0	19
14526	0	0	19
14527	0	1	18
14528	0	0	18
14529	0	0	18
14530	0	0	18
14531	0	0	18
14532	0	1	17
14533	0	0	17
14534	0	1	16
14535	0	0	16
14536	0	0	16
14537	0	0	16
14538	0	0	16
14539	0	1	15
14540	0	0	15
14541	0	0	15
14542	0	0	15
14543	0	0	15
14544	0	0	15
14545	0	0	15
14546	0	0	15
14547	0	0	15
14548	0	0	15
14549	0	1	14
14550	0	0	14
14551	0	0	14
14552	0	0	14
14553	0	0	14
14554	0	0	14
14555	0	0	14
14556	0	0	14
14557	0	0	14
14558	0	0	14
14559	2	0	16
14560	0	0	16
14561	0	0	16
14562	0	0	16
14563	1	0	17
14564	0	0	17
14565	0	0	17
14566	0	0	17
14567	0	0	17
14568	0	0	17
14569	4	0	21
14570	0	0	21
14571	0	0	21
14572	0	0	21
14573	0	0	21
14574	0	0	21
14575	0	0	21
14576	1	0	22
14577	0	0	22
14578	0	0	22
14579	2	0	24
14580	0	0	24
14581	0	0	24
14582	0	0	24
14583	0	0	24
14584	0	0	24
14585	0	0	24
14586	1	0	25
14587	0	0	25
14588	0	0	25
14589	0	0	25
14590	0	0	25
14591	0	0	25
14592	0	0	25
14593	0	0	25
14594	0	0	25
14595	0	0	25
14596	0	0	25
14597	0	0	25
14598	0	0	25
14599	0	0	25
14600	0	0	25
14601	0	0	25
14602	0	0	25
14603	0	0	25
14604	0	0	25
14605	0	0	25
14606	0	0	25
14607	0	0	25
14608	0	1	24
14609	0	0	24
14610	0	0	24
14611	0	0	24
14612	0	1	23
14613	0	1	22
14614	0	1	21
14615	0	0	21
14616	0	1	20
14617	0	0	20
14618	0	1	19
14619	0	1	18
14620	0	0	18
14621	0	1	17
14622	0	0	17
14623	0	0	17
14624	0	0	17
14625	0	0	17
14626	0	0	17
14627	0	0	17
14628	0	0	17
14629	0	1	16
14630	0	0	16
14631	0	0	16
14632	0	0	16
14633	0	0	16
14634	0	0	16
14635	0	0	16
14636	0	0	16
14637	0	0	16
14638	0	0	16
14639	0	0	16
14640	0	1	15
14641	0	1	14
14642	0	0	14
14643	0	1	13
14644	0	1	12
14645	0	0	12
14646	0	0	12
14647	0	0	12
14648	0	0	12
14649	0	0	12
14650	0	0	12
14651	0	0	12
14652	0	0	12
14653	0	0	12
14654	0	0	12
14655	0	0	12
14656	0	0	12
14657	0	0	12
14658	0	0	12
14659	0	0	12
14660	0	0	12
14661	0	0	12
14662	0	0	12
14663	0	0	12
14664	0	0	12
14665	0	0	12
14666	1	0	13
14667	0	0	13
14668	0	0	13
14669	0	0	13
14670	0	0	13
14671	0	0	13
14672	0	0	13
14673	0	0	13
14674	0	1	12
14675	0	0	12
14676	0	0	12
14677	0	0	12
14678	0	0	12
14679	0	0	12
14680	0	0	12
14681	0	0	12
14682	0	0	12
14683	0	0	12
14684	0	0	12
14685	0	0	12
14686	0	0	12
14687	0	0	12
14688	0	0	12
14689	0	0	12
14690	0	0	12
14691	0	1	11
14692	0	0	11
14693	0	0	11
14694	0	0	11
14695	0	0	11
14696	0	0	11
14697	0	0	11
14698	0	0	11
14699	0	0	11
14700	0	0	11
14701	0	0	11
14702	0	0	11
14703	0	0	11
14704	0	0	11
14705	0	0	11
14706	0	0	11
14707	0	0	11
14708	0	0	11
14709	0	0	11
14710	0	0	11
14711	0	0	11
14712	0	0	11
14713	0	0	11
14714	0	0	11
14715	0	0	11
14716	0	0	11
14717	0	0	11
14718	0	0	11
14719	0	0	11
14720	0	0	11
14721	0	0	11
14722	0	0	11
14723	0	0	11
14724	0	0	11
14725	0	0	11
14726	0	0	11
14727	0	0	11
14728	0	0	11
14729	0	0	11
14730	0	0	11
14731	0	0	11
14732	0	0	11
14733	0	0	11
14734	0	0	11
14735	0	0	11
14736	0	0	11
14737	0	0	11
14738	0	0	11
14739	0	0	11
14740	0	0	11
14741	0	0	11
14742	0	0	11
14743	0	0	11
14744	0	0	11
14745	0	0	11
14746	0	0	11
14747	0	0	11
14748	0	0	11
14749	0	0	11
14750	0	0	11
14751	0	0	11
14752	0	0	11
14753	0	0	11
14754	0	0	11
14755	0	0	11
14756	0	0	11
14757	0	0	11
14758	0	0	11
14759	0	0	11
14760	0	0	11
14761	0	0	11
14762	0	0	11
14763	0	0	11
14764	0	0	11
14765	0	0	11
14766	0	0	11
14767	0	0	11
14768	1	0	12
14769	0	0	12
14770	0	1	11
14771	0	0	11
14772	0	0	11
14773	0	0	11
14774	0	0	11
14775	0	0	11
14776	0	0	11
14777	0	0	11
14778	0	0	11
14779	0	0	11
14780	0	0	11
14781	0	0	11
14782	0	0	11
14783	0	0	11
14784	0	0	11
14785	0	0	11
14786	0	0	11
14787	0	0	11
14788	0	0	11
14789	0	0	11
14790	0	0	11
14791	0	0	11
14792	0	0	11
14793	0	0	11
14794	0	0	11
14795	0	0	11
14796	0	0	11
14797	0	0	11
14798	0	0	11
14799	0	0	11
14800	0	0	11
14801	0	0	11
14802	0	0	11
14803	0	0	11
14804	0	0	11
14805	0	0	11
14806	0	0	11
14807	0	0	11
14808	0	0	11
14809	0	0	11
14810	0	0	11
14811	0	0	11
14812	0	0	11
14813	0	0	11
14814	0	0	11
14815	0	0	11
14816	0	0	11
14817	0	0	11
14818	0	0	11
14819	0	0	11
